sys_time,ax,ay,az,gx,gy,gz,imu_time,mils
2022-04-26 16:32:05.589626,-0.002503417432308197,-0.07546824216842651,1.246334433555603,-1.3721524477005005,1.2072054147720337,0.8075118064880371,16:32:3,10567157
2022-04-26 16:32:05.589626,-6.201118230819702e-05,-0.07302683591842651,1.250240683555603,-1.3874197006225586,1.1919382810592651,0.7464431524276733,16:32:3,10567166
2022-04-26 16:32:05.590658,0.006285645067691803,-0.07253855466842651,1.255367636680603,-1.3721524477005005,1.2377398014068604,0.8685805797576904,16:32:3,10567175
2022-04-26 16:32:05.590772,-0.001526854932308197,-0.07693308591842651,1.249019980430603,-1.5248241424560547,1.2377398014068604,0.8685805797576904,16:32:3,10567185
2022-04-26 16:32:05.590772,-0.007874511182308197,-0.06789988279342651,1.250728964805603,-1.2652822732925415,1.268274188041687,0.8227790594100952,16:32:3,10567194
2022-04-26 16:32:05.590772,-0.003724120557308197,-0.06912058591842651,1.241939902305603,-1.3263509273529053,1.1156023740768433,0.7311760187149048,16:32:3,10567204
2022-04-26 16:32:05.590772,-0.003479979932308197,-0.07058542966842651,1.254146933555603,-1.28054940700531,1.176671028137207,0.7006416320800781,16:32:3,10567213
2022-04-26 16:32:05.590772,-0.000550292432308197,-0.07156199216842651,1.249264121055603,-1.356885313987732,1.3598772287368774,0.6548401117324829,16:32:3,10567222
2022-04-26 16:32:05.590772,0.003111816942691803,-0.07961863279342651,1.249264121055603,-1.356885313987732,1.1308695077896118,0.7159087657928467,16:32:3,10567232
2022-04-26 16:32:05.590772,-0.000794433057308197,-0.07229441404342651,1.247555136680603,-1.4179539680480957,1.1919382810592651,0.7922446727752686,16:32:3,10567241
2022-04-26 16:32:05.590772,-0.008118651807308197,-0.08083933591842651,1.252437949180603,-1.3721524477005005,1.1308695077896118,0.7922446727752686,16:32:3,10567251
2022-04-26 16:32:05.591803,-0.003235839307308197,-0.07571238279342651,1.242916464805603,-1.448488473892212,1.2224726676940918,0.8533133268356323,16:32:3,10567260
2022-04-26 16:32:05.591914,0.002623535692691803,-0.07546824216842651,1.248531699180603,-1.2652822732925415,1.2072054147720337,0.8075118064880371,16:32:3,10567269
2022-04-26 16:32:05.591914,-0.000306151807308197,-0.07278269529342651,1.254635214805603,-1.4637556076049805,1.2072054147720337,0.47163403034210205,16:32:3,10567279
2022-04-26 16:32:05.591914,-0.003968261182308197,-0.07302683591842651,1.250240683555603,-1.2500150203704834,1.2377398014068604,0.7006416320800781,16:32:3,10567288
2022-04-26 16:32:05.591914,0.004332520067691803,-0.06936472654342651,1.254146933555603,-1.3263509273529053,1.2988084554672241,0.45636677742004395,16:32:3,10567298
2022-04-26 16:32:05.591914,-0.005433104932308197,-0.06960886716842651,1.251461386680603,-1.4179539680480957,1.4209458827972412,0.6395729780197144,16:32:3,10567307
2022-04-26 16:32:05.591914,0.003844238817691803,-0.07082957029342651,1.252926230430603,-1.3416181802749634,1.1156023740768433,0.7006416320800781,16:32:4,10567317
2022-04-26 16:32:05.615166,0.002135254442691803,-0.07473582029342651,1.245113730430603,-1.4026868343353271,1.176671028137207,0.8685805797576904,16:32:4,10567326
2022-04-26 16:32:05.615166,0.002623535692691803,-0.06863230466842651,1.249996542930603,-1.356885313987732,1.14613676071167,0.7922446727752686,16:32:4,10567335
2022-04-26 16:32:05.615166,-0.003235839307308197,-0.07229441404342651,1.253170371055603,-1.356885313987732,1.176671028137207,0.6243057250976562,16:32:4,10567345
2022-04-26 16:32:05.615166,-0.002259276807308197,-0.06301707029342651,1.251217246055603,-1.4637556076049805,1.3140757083892822,0.6243057250976562,16:32:4,10567354
2022-04-26 16:32:05.616166,-0.004944823682308197,-0.07302683591842651,1.246578574180603,-1.3874197006225586,1.3140757083892822,0.7006416320800781,16:32:4,10567364
2022-04-26 16:32:05.616338,-0.002259276807308197,-0.07351511716842651,1.250973105430603,-1.3263509273529053,1.176671028137207,0.7311760187149048,16:32:4,10567373
2022-04-26 16:32:05.635957,-0.000306151807308197,-0.06887644529342651,1.264156699180603,-1.356885313987732,1.176671028137207,0.7006416320800781,16:32:4,10567382
2022-04-26 16:32:05.635957,-0.002991698682308197,-0.07327097654342651,1.249996542930603,-1.5248241424560547,1.253006935119629,0.8075118064880371,16:32:4,10567392
2022-04-26 16:32:05.637028,-0.004700683057308197,-0.07156199216842651,1.249508261680603,-1.3721524477005005,1.3140757083892822,0.883847713470459,16:32:4,10567401
2022-04-26 16:32:05.637061,-0.002259276807308197,-0.07131785154342651,1.245357871055603,-1.448488473892212,1.1156023740768433,0.883847713470459,16:32:4,10567411
2022-04-26 16:32:05.637061,-0.007386229932308197,-0.07131785154342651,1.243404746055603,-1.3721524477005005,1.1003352403640747,0.5632370710372925,16:32:4,10567420
2022-04-26 16:32:05.637061,-0.003724120557308197,-0.07009714841842651,1.253658652305603,-1.2958166599273682,1.2377398014068604,0.6090385913848877,16:32:4,10567429
2022-04-26 16:32:05.660313,0.004820801317691803,-0.07888621091842651,1.251217246055603,-1.4026868343353271,1.14613676071167,0.6701072454452515,16:32:4,10567439
2022-04-26 16:32:05.660313,0.001646973192691803,-0.07424753904342651,1.249752402305603,-1.4026868343353271,1.2224726676940918,0.6395729780197144,16:32:4,10567448
2022-04-26 16:32:05.660313,0.005797363817691803,-0.06912058591842651,1.246090292930603,-1.448488473892212,1.3598772287368774,0.6701072454452515,16:32:4,10567458
2022-04-26 16:32:05.660313,-0.000794433057308197,-0.07351511716842651,1.248287558555603,-1.2652822732925415,1.268274188041687,0.6853744983673096,16:32:4,10567467
2022-04-26 16:32:05.661487,0.001402832567691803,-0.07449167966842651,1.252193808555603,-1.4179539680480957,1.2988084554672241,0.883847713470459,16:32:4,10567476
2022-04-26 16:32:05.661487,-0.000306151807308197,-0.07107371091842651,1.245602011680603,-1.2347478866577148,1.253006935119629,0.7617102861404419,16:32:4,10567486
2022-04-26 16:32:05.682294,0.00018212944269180298,-0.06448191404342651,1.249752402305603,-1.4179539680480957,1.069800853729248,0.6243057250976562,16:32:4,10567495
2022-04-26 16:32:05.682294,-0.007630370557308197,-0.07937449216842651,1.246090292930603,-1.2500150203704834,1.1919382810592651,0.7311760187149048,16:32:4,10567505
2022-04-26 16:32:05.683334,0.001891113817691803,-0.07156199216842651,1.244137167930603,-1.2194807529449463,1.2377398014068604,0.6548401117324829,16:32:4,10567514
2022-04-26 16:32:05.683462,0.003355957567691803,-0.07473582029342651,1.250973105430603,-1.1889463663101196,1.1919382810592651,0.6395729780197144,16:32:4,10567523
2022-04-26 16:32:05.683462,-6.201118230819702e-05,-0.07351511716842651,1.244869589805603,-1.4942898750305176,1.2072054147720337,0.7769775390625,16:32:4,10567533
2022-04-26 16:32:05.683462,-0.003479979932308197,-0.06838816404342651,1.254391074180603,-1.3416181802749634,1.1919382810592651,0.8380461931228638,16:32:4,10567542
2022-04-26 16:32:05.727752,-0.000550292432308197,-0.07522410154342651,1.246090292930603,-1.3874197006225586,1.1614038944244385,0.7159087657928467,16:32:4,10567552
2022-04-26 16:32:05.727752,-0.000306151807308197,-0.07229441404342651,1.247799277305603,-1.3416181802749634,1.1614038944244385,0.578504204750061,16:32:4,10567561
2022-04-26 16:32:05.727752,-0.005433104932308197,-0.06838816404342651,1.242184042930603,-1.5095570087432861,1.1003352403640747,0.6701072454452515,16:32:4,10567570
2022-04-26 16:32:05.727752,-0.002747558057308197,-0.06814402341842651,1.256832480430603,-1.3110837936401367,1.268274188041687,0.5937714576721191,16:32:4,10567580
2022-04-26 16:32:05.727752,0.000426270067691803,-0.06936472654342651,1.251461386680603,-1.3874197006225586,1.3598772287368774,0.6853744983673096,16:32:4,10567589
2022-04-26 16:32:05.727752,0.005797363817691803,-0.07180613279342651,1.247555136680603,-1.28054940700531,1.1003352403640747,0.5937714576721191,16:32:4,10567599
2022-04-26 16:32:05.730275,0.000914551317691803,-0.06887644529342651,1.251705527305603,-1.5095570087432861,1.2835413217544556,0.7922446727752686,16:32:4,10567608
2022-04-26 16:32:05.730275,0.000670410692691803,-0.07986277341842651,1.257076621055603,-1.479022741317749,1.3598772287368774,0.8380461931228638,16:32:4,10567618
2022-04-26 16:32:05.730275,-0.001282714307308197,-0.07205027341842651,1.248531699180603,-1.4332211017608643,1.1156023740768433,0.7922446727752686,16:32:4,10567627
2022-04-26 16:32:05.730275,-0.002503417432308197,-0.07229441404342651,1.248775839805603,-1.4637556076049805,1.268274188041687,0.7922446727752686,16:32:4,10567636
2022-04-26 16:32:05.730275,-0.001770995557308197,-0.07278269529342651,1.252682089805603,-1.2652822732925415,1.1919382810592651,0.7769775390625,16:32:4,10567646
2022-04-26 16:32:05.730275,0.003111816942691803,-0.06936472654342651,1.242672324180603,-1.28054940700531,1.268274188041687,0.7006416320800781,16:32:4,10567655
2022-04-26 16:32:05.752552,-0.008362792432308197,-0.07693308591842651,1.249508261680603,-1.4179539680480957,1.1308695077896118,0.6548401117324829,16:32:4,10567665
2022-04-26 16:32:05.752552,0.002379395067691803,-0.07449167966842651,1.251217246055603,-1.28054940700531,1.1614038944244385,0.7464431524276733,16:32:4,10567674
2022-04-26 16:32:05.753592,-0.001282714307308197,-0.07571238279342651,1.252437949180603,-1.3263509273529053,1.1919382810592651,0.7464431524276733,16:32:4,10567683
2022-04-26 16:32:05.753887,-0.001038573682308197,-0.07400339841842651,1.257076621055603,-1.4026868343353271,1.482014536857605,0.7159087657928467,16:32:4,10567693
2022-04-26 16:32:05.753887,0.001646973192691803,-0.06985300779342651,1.251461386680603,-1.4179539680480957,1.3446099758148193,0.7464431524276733,16:32:4,10567702
2022-04-26 16:32:05.753887,-0.003479979932308197,-0.07229441404342651,1.252682089805603,-1.4179539680480957,1.3446099758148193,0.7006416320800781,16:32:4,10567712
2022-04-26 16:32:05.786431,-0.003479979932308197,-0.06814402341842651,1.250973105430603,-1.4026868343353271,1.253006935119629,0.6853744983673096,16:32:4,10567721
2022-04-26 16:32:05.786431,0.001891113817691803,-0.06887644529342651,1.242916464805603,-1.3721524477005005,1.268274188041687,0.7159087657928467,16:32:4,10567730
2022-04-26 16:32:05.786431,-0.001526854932308197,-0.06912058591842651,1.249752402305603,-1.3110837936401367,1.1614038944244385,0.4410996437072754,16:32:4,10567740
2022-04-26 16:32:05.786431,0.005553223192691803,-0.07546824216842651,1.251705527305603,-1.4179539680480957,1.1919382810592651,0.883847713470459,16:32:4,10567749
2022-04-26 16:32:05.787499,-0.001526854932308197,-0.07424753904342651,1.243160605430603,-1.3263509273529053,1.3140757083892822,0.8075118064880371,16:32:4,10567759
2022-04-26 16:32:05.787499,0.003600098192691803,-0.07620066404342651,1.248531699180603,-1.4942898750305176,1.253006935119629,0.6243057250976562,16:32:4,10567768
2022-04-26 16:32:05.787499,0.000670410692691803,-0.07131785154342651,1.248775839805603,-1.4332211017608643,1.2072054147720337,0.8533133268356323,16:32:4,10567777
2022-04-26 16:32:05.799971,-0.001770995557308197,-0.07034128904342651,1.247799277305603,-1.3110837936401367,1.3446099758148193,0.7617102861404419,16:32:4,10567787
2022-04-26 16:32:05.799971,-0.002503417432308197,-0.07156199216842651,1.245357871055603,-1.2500150203704834,1.268274188041687,0.6243057250976562,16:32:4,10567796
2022-04-26 16:32:05.801072,0.000426270067691803,-0.06960886716842651,1.246334433555603,-1.448488473892212,1.1156023740768433,0.5174355506896973,16:32:4,10567806
2022-04-26 16:32:05.801072,0.00018212944269180298,-0.06741160154342651,1.255611777305603,-1.2652822732925415,1.1919382810592651,0.6243057250976562,16:32:4,10567815
2022-04-26 16:32:05.801072,0.003600098192691803,-0.06887644529342651,1.243893027305603,-1.3874197006225586,1.3904114961624146,0.8685805797576904,16:32:4,10567824
2022-04-26 16:32:05.801072,0.00018212944269180298,-0.07546824216842651,1.242184042930603,-1.28054940700531,1.4362130165100098,0.7769775390625,16:32:4,10567834
2022-04-26 16:32:05.824037,0.001402832567691803,-0.07620066404342651,1.245602011680603,-1.4179539680480957,1.1919382810592651,0.8227790594100952,16:32:4,10567843
2022-04-26 16:32:05.824037,0.000426270067691803,-0.07424753904342651,1.252437949180603,-1.356885313987732,1.176671028137207,0.8227790594100952,16:32:4,10567853
2022-04-26 16:32:05.824037,-0.003479979932308197,-0.06960886716842651,1.252437949180603,-1.3416181802749634,1.3293428421020508,0.5174355506896973,16:32:4,10567862
2022-04-26 16:32:05.824037,-0.003968261182308197,-0.07205027341842651,1.242184042930603,-1.4179539680480957,1.253006935119629,0.578504204750061,16:32:4,10567871
2022-04-26 16:32:05.824037,-0.001038573682308197,-0.07229441404342651,1.250973105430603,-1.3416181802749634,1.2835413217544556,0.7464431524276733,16:32:4,10567881
2022-04-26 16:32:05.824037,-0.003968261182308197,-0.07253855466842651,1.250484824180603,-1.3263509273529053,1.268274188041687,0.6701072454452515,16:32:4,10567890
2022-04-26 16:32:05.849038,0.001402832567691803,-0.06545847654342651,1.252193808555603,-1.4026868343353271,1.14613676071167,0.6243057250976562,16:32:4,10567900
2022-04-26 16:32:05.849038,0.006041504442691803,-0.07278269529342651,1.253658652305603,-1.3874197006225586,1.2377398014068604,0.7311760187149048,16:32:4,10567909
2022-04-26 16:32:05.849038,0.001158691942691803,-0.07522410154342651,1.235592246055603,-1.2958166599273682,1.3446099758148193,0.8075118064880371,16:32:4,10567919
2022-04-26 16:32:05.849038,-0.009339354932308197,-0.07082957029342651,1.250484824180603,-1.356885313987732,1.2224726676940918,0.7464431524276733,16:32:4,10567928
2022-04-26 16:32:05.849038,0.00018212944269180298,-0.07082957029342651,1.249019980430603,-1.3874197006225586,1.14613676071167,0.7159087657928467,16:32:4,10567937
2022-04-26 16:32:05.849038,0.000426270067691803,-0.06838816404342651,1.252682089805603,-1.2958166599273682,1.253006935119629,0.578504204750061,16:32:4,10567947
2022-04-26 16:32:05.871475,0.000426270067691803,-0.07205027341842651,1.241451621055603,-1.3721524477005005,1.253006935119629,0.5327026844024658,16:32:4,10567956
2022-04-26 16:32:05.871475,0.004332520067691803,-0.07156199216842651,1.242428183555603,-1.4179539680480957,1.253006935119629,0.8533133268356323,16:32:4,10567966
2022-04-26 16:32:05.871475,-0.003968261182308197,-0.07253855466842651,1.252193808555603,-1.3874197006225586,1.253006935119629,0.7464431524276733,16:32:4,10567975
2022-04-26 16:32:05.871475,0.002379395067691803,-0.07327097654342651,1.247799277305603,-1.3721524477005005,1.268274188041687,0.8380461931228638,16:32:4,10567984
2022-04-26 16:32:05.871475,-0.000550292432308197,-0.07571238279342651,1.235348105430603,-1.3874197006225586,1.253006935119629,0.7922446727752686,16:32:4,10567994
2022-04-26 16:32:05.871475,0.001646973192691803,-0.07327097654342651,1.251949667930603,-1.3263509273529053,1.1308695077896118,0.6395729780197144,16:32:4,10568003
2022-04-26 16:32:05.897323,-0.002015136182308197,-0.07180613279342651,1.245602011680603,-1.3721524477005005,1.069800853729248,0.6395729780197144,16:32:4,10568013
2022-04-26 16:32:05.898357,-0.000794433057308197,-0.07131785154342651,1.252437949180603,-1.3416181802749634,1.268274188041687,0.6090385913848877,16:32:4,10568022
2022-04-26 16:32:05.898499,-0.002259276807308197,-0.07253855466842651,1.254146933555603,-1.356885313987732,1.1919382810592651,0.5174355506896973,16:32:4,10568031
2022-04-26 16:32:05.898499,0.002379395067691803,-0.07937449216842651,1.254146933555603,-1.3416181802749634,1.1308695077896118,0.5632370710372925,16:32:4,10568041
2022-04-26 16:32:05.898499,0.002623535692691803,-0.07351511716842651,1.251461386680603,-1.448488473892212,1.1003352403640747,0.7159087657928467,16:32:4,10568050
2022-04-26 16:32:05.898499,-0.003724120557308197,-0.07156199216842651,1.252682089805603,-1.3110837936401367,1.268274188041687,0.7617102861404419,16:32:4,10568060
2022-04-26 16:32:05.917521,0.003111816942691803,-0.07082957029342651,1.248287558555603,-1.5400915145874023,1.2988084554672241,0.8227790594100952,16:32:4,10568069
2022-04-26 16:32:05.917521,-0.000794433057308197,-0.06741160154342651,1.248775839805603,-1.3263509273529053,1.4209458827972412,0.6548401117324829,16:32:4,10568078
2022-04-26 16:32:05.917521,0.000670410692691803,-0.07668894529342651,1.246090292930603,-1.448488473892212,1.1003352403640747,0.578504204750061,16:32:4,10568088
2022-04-26 16:32:05.917521,0.007018066942691803,-0.07034128904342651,1.244869589805603,-1.2347478866577148,1.2224726676940918,0.5479698181152344,16:32:4,10568097
2022-04-26 16:32:05.918555,0.002867676317691803,-0.07034128904342651,1.245602011680603,-1.3263509273529053,1.2072054147720337,0.7922446727752686,16:32:4,10568107
2022-04-26 16:32:05.918588,0.001402832567691803,-0.07497996091842651,1.251217246055603,-1.2652822732925415,1.268274188041687,0.8991149663925171,16:32:4,10568116
2022-04-26 16:32:05.941432,0.000914551317691803,-0.07742136716842651,1.249508261680603,-1.3416181802749634,1.2377398014068604,0.8533133268356323,16:32:4,10568125
2022-04-26 16:32:05.941432,0.001646973192691803,-0.07253855466842651,1.244869589805603,-1.3874197006225586,1.2835413217544556,0.7006416320800781,16:32:4,10568135
2022-04-26 16:32:05.941432,-0.005677245557308197,-0.07009714841842651,1.243893027305603,-1.3110837936401367,1.1156023740768433,0.6243057250976562,16:32:4,10568144
2022-04-26 16:32:05.941432,-0.001282714307308197,-0.07668894529342651,1.250484824180603,-1.3721524477005005,1.0392664670944214,0.6090385913848877,16:32:4,10568154
2022-04-26 16:32:05.941432,-0.005433104932308197,-0.07205027341842651,1.245846152305603,-1.3416181802749634,1.176671028137207,0.5479698181152344,16:32:4,10568163
2022-04-26 16:32:05.942496,0.000914551317691803,-0.07620066404342651,1.244137167930603,-1.3416181802749634,1.0087320804595947,0.6701072454452515,16:32:4,10568172
2022-04-26 16:32:05.965307,-0.000794433057308197,-0.07546824216842651,1.242672324180603,-1.4332211017608643,1.1156023740768433,0.578504204750061,16:32:4,10568182
2022-04-26 16:32:05.965307,-0.002747558057308197,-0.07742136716842651,1.249996542930603,-1.4026868343353271,1.2072054147720337,0.7617102861404419,16:32:4,10568191
2022-04-26 16:32:05.965307,0.001402832567691803,-0.07546824216842651,1.247555136680603,-1.3263509273529053,1.3293428421020508,0.8227790594100952,16:32:4,10568201
2022-04-26 16:32:05.965307,0.007750488817691803,-0.06985300779342651,1.250728964805603,-1.4942898750305176,1.268274188041687,0.9296492338180542,16:32:4,10568210
2022-04-26 16:32:05.965307,-0.000550292432308197,-0.07668894529342651,1.249019980430603,-1.356885313987732,1.375144362449646,0.7769775390625,16:32:4,10568219
2022-04-26 16:32:05.965307,-0.006897948682308197,-0.06960886716842651,1.252193808555603,-1.5095570087432861,1.1614038944244385,0.7159087657928467,16:32:4,10568229
2022-04-26 16:32:05.991644,0.000914551317691803,-0.07009714841842651,1.253170371055603,-1.2347478866577148,1.1614038944244385,0.5632370710372925,16:32:4,10568238
2022-04-26 16:32:05.991644,-0.001282714307308197,-0.07278269529342651,1.253170371055603,-1.3416181802749634,1.176671028137207,0.6701072454452515,16:32:4,10568248
2022-04-26 16:32:05.991644,0.004820801317691803,-0.07937449216842651,1.247310996055603,-1.28054940700531,1.14613676071167,0.8075118064880371,16:32:4,10568257
2022-04-26 16:32:05.991644,0.000670410692691803,-0.07668894529342651,1.249508261680603,-1.4332211017608643,0.9629306197166443,0.6853744983673096,16:32:4,10568267
2022-04-26 16:32:05.991644,0.002867676317691803,-0.07180613279342651,1.248531699180603,-1.4179539680480957,1.253006935119629,0.883847713470459,16:32:4,10568276
2022-04-26 16:32:05.991644,-0.000306151807308197,-0.07497996091842651,1.251461386680603,-1.4179539680480957,1.2377398014068604,0.7311760187149048,16:32:4,10568285
2022-04-26 16:32:06.012915,-0.004944823682308197,-0.07205027341842651,1.241451621055603,-1.3110837936401367,1.176671028137207,0.6243057250976562,16:32:4,10568295
2022-04-26 16:32:06.013179,0.00018212944269180298,-0.07449167966842651,1.250484824180603,-1.28054940700531,1.2988084554672241,0.5327026844024658,16:32:4,10568304
2022-04-26 16:32:06.013179,-0.002747558057308197,-0.07424753904342651,1.257564902305603,-1.2958166599273682,1.069800853729248,0.5174355506896973,16:32:5,10568314
2022-04-26 16:32:06.013179,-0.005677245557308197,-0.07766550779342651,1.252926230430603,-1.4026868343353271,1.069800853729248,0.6090385913848877,16:32:5,10568323
2022-04-26 16:32:06.013179,0.002867676317691803,-0.06960886716842651,1.251705527305603,-1.2652822732925415,1.268274188041687,0.6090385913848877,16:32:5,10568332
2022-04-26 16:32:06.013179,-0.004700683057308197,-0.07400339841842651,1.239986777305603,-1.3721524477005005,1.268274188041687,0.7617102861404419,16:32:5,10568342
2022-04-26 16:32:06.040671,0.006285645067691803,-0.07522410154342651,1.240963339805603,-1.3721524477005005,1.3446099758148193,0.8075118064880371,16:32:5,10568351
2022-04-26 16:32:06.040755,-0.000794433057308197,-0.07327097654342651,1.244381308555603,-1.448488473892212,1.3446099758148193,0.8380461931228638,16:32:5,10568361
2022-04-26 16:32:06.040755,-0.004700683057308197,-0.07351511716842651,1.245113730430603,-1.3721524477005005,1.1919382810592651,0.6395729780197144,16:32:5,10568370
2022-04-26 16:32:06.040755,0.000426270067691803,-0.07546824216842651,1.241939902305603,-1.4026868343353271,1.2377398014068604,0.7006416320800781,16:32:5,10568379
2022-04-26 16:32:06.040755,0.006529785692691803,-0.07302683591842651,1.244625449180603,-1.2042135000228882,1.1308695077896118,0.578504204750061,16:32:5,10568389
2022-04-26 16:32:06.040755,-6.201118230819702e-05,-0.07424753904342651,1.246334433555603,-1.4637556076049805,1.1614038944244385,0.7617102861404419,16:32:5,10568398
2022-04-26 16:32:06.058225,-0.002259276807308197,-0.07375925779342651,1.250728964805603,-1.4637556076049805,1.0850679874420166,0.578504204750061,16:32:5,10568408
2022-04-26 16:32:06.059303,0.003600098192691803,-0.06716746091842651,1.242916464805603,-1.3263509273529053,1.14613676071167,0.7922446727752686,16:32:5,10568417
2022-04-26 16:32:06.059345,-0.000306151807308197,-0.07180613279342651,1.243893027305603,-1.3110837936401367,1.2224726676940918,0.7617102861404419,16:32:5,10568426
2022-04-26 16:32:06.059345,0.002867676317691803,-0.07229441404342651,1.249752402305603,-1.2194807529449463,1.176671028137207,0.7159087657928467,16:32:5,10568436
2022-04-26 16:32:06.059345,0.001891113817691803,-0.06570261716842651,1.245357871055603,-1.4332211017608643,1.4056787490844727,0.5479698181152344,16:32:5,10568445
2022-04-26 16:32:06.059345,-0.007874511182308197,-0.07253855466842651,1.243160605430603,-1.356885313987732,1.253006935119629,0.5021682977676392,16:32:5,10568455
2022-04-26 16:32:06.082319,0.000914551317691803,-0.07229441404342651,1.245357871055603,-1.4179539680480957,1.176671028137207,0.6090385913848877,16:32:5,10568464
2022-04-26 16:32:06.082319,0.003844238817691803,-0.07693308591842651,1.249508261680603,-1.4026868343353271,1.2224726676940918,0.7311760187149048,16:32:5,10568473
2022-04-26 16:32:06.082319,0.004576660692691803,-0.07253855466842651,1.245602011680603,-1.4026868343353271,1.1308695077896118,0.9296492338180542,16:32:5,10568483
2022-04-26 16:32:06.083319,-6.201118230819702e-05,-0.07473582029342651,1.245113730430603,-1.3874197006225586,1.3446099758148193,0.7769775390625,16:32:5,10568492
2022-04-26 16:32:06.083319,-0.004212401807308197,-0.07278269529342651,1.253658652305603,-1.448488473892212,1.2377398014068604,0.7617102861404419,16:32:5,10568502
