sys_time,ax,ay,az,gx,gy,gz,imu_time
2022-04-01 14:31:02.195163,-0.15459442138671875,-0.32073283195495605,0.9071738719940186,-0.10679638385772705,-0.08141404390335083,0.7104858160018921,2022-04-01 14:31:00.21287
2022-04-01 14:31:02.332232,0.10494756698608398,-0.335999995470047,0.6323647499084473,-0.10533154010772705,-0.07824021577835083,0.7129272222518921,2022-04-01 14:31:00.21830
2022-04-01 14:31:02.332232,0.1354818344116211,-0.3818015158176422,0.9529753923416138,-0.10874950885772705,-0.08458787202835083,0.7056030035018921,2022-04-01 14:31:00.22373
2022-04-01 14:31:02.332232,0.21181774139404297,-0.24439693987369537,0.7087006568908691,-0.09751904010772705,-0.08654099702835083,0.7073119878768921,2022-04-01 14:31:00.22916
2022-04-01 14:31:02.332232,0.2728865146636963,-0.3054656386375427,0.8003036975860596,-0.10240185260772705,-0.08385545015335083,0.7102416753768921,2022-04-01 14:31:00.23459
2022-04-01 14:31:02.332232,0.18128347396850586,-0.5192061066627502,0.8003036975860596,-0.10557568073272705,-0.08068162202835083,0.7046264410018921,2022-04-01 14:31:00.24002
2022-04-01 14:31:02.332232,0.08968043327331543,-0.3054656386375427,0.9377082586288452,-0.10874950885772705,-0.08556443452835083,0.7085326910018921,2022-04-01 14:31:00.24544
2022-04-01 14:31:02.332232,0.25761914253234863,-0.4886717200279236,0.693433403968811,-0.11070263385772705,-0.07408982515335083,0.7075561285018921,2022-04-01 14:31:00.25087
2022-04-01 14:31:02.332232,0.12021470069885254,-0.35126715898513794,0.7392349243164062,-0.10386669635772705,-0.07848435640335083,0.7148803472518921,2022-04-01 14:31:00.25630
2022-04-01 14:31:02.332232,0.08968043327331543,-0.4581373929977417,0.7239677906036377,-0.10215771198272705,-0.08458787202835083,0.6990112066268921,2022-04-01 14:31:00.26173
2022-04-01 14:31:02.332232,0.3492223024368286,-0.3054656386375427,0.9835097789764404,-0.10655224323272705,-0.08239060640335083,0.7073119878768921,2022-04-01 14:31:00.26716
2022-04-01 14:31:02.332232,0.15074896812438965,-0.18332824110984802,0.7850364446640015,-0.10679638385772705,-0.08434373140335083,0.7051147222518921,2022-04-01 14:31:00.27259
2022-04-01 14:31:02.332232,-0.0019228458404541016,-0.32073283195495605,0.8613723516464233,-0.10581982135772705,-0.08556443452835083,0.7080444097518921,2022-04-01 14:31:00.27802
2022-04-01 14:31:02.332232,0.10494756698608398,-0.10699236392974854,0.8308379650115967,-0.10899364948272705,-0.08434373140335083,0.7021850347518921,2022-04-01 14:31:00.28345
2022-04-01 14:31:02.332232,0.22708487510681152,-0.44287019968032837,0.7239677906036377,-0.10411083698272705,-0.08263474702835083,0.7070678472518921,2022-04-01 14:31:00.28887
2022-04-01 14:31:02.332232,0.22708487510681152,-0.4886717200279236,0.6476318836212158,-0.10557568073272705,-0.08776170015335083,0.7034057378768921,2022-04-01 14:31:00.29430
2022-04-01 14:31:02.332232,0.45609259605407715,-0.2901984751224518,0.693433403968811,-0.10313427448272705,-0.07677537202835083,0.7087768316268921,2022-04-01 14:31:00.29973
2022-04-01 14:31:02.332232,0.25761914253234863,-0.2901984751224518,0.8308379650115967,-0.10289013385772705,-0.07750779390335083,0.7087768316268921,2022-04-01 14:31:00.30516
