sys_time,ax,ay,ax,gx,gy,gz
2022-02-12 12:30:45.622271,0.26192402839660645,-0.304855078458786,0.764427661895752,-0.0017592757940292358,-0.00014650821685791016,0.9937690496444702
2022-02-12 12:30:45.778271,0.30772554874420166,-0.27432072162628174,0.565954327583313,-0.0015151351690292358,-0.01210939884185791,0.9893745183944702
2022-02-12 12:30:45.779272,0.17032098770141602,-0.36592379212379456,0.6575573682785034,-0.002979978919029236,-0.01699221134185791,0.9923042058944702
2022-02-12 12:30:45.779272,0.368794322013855,-0.304855078458786,0.7796947956085205,-0.004444822669029236,-0.00869143009185791,0.9896186590194702
2022-02-12 12:30:45.780271,0.06345081329345703,-0.44225966930389404,0.8407634496688843,0.00043798983097076416,-0.01381838321685791,1.0001167058944702
2022-02-12 12:30:45.780271,0.23138976097106934,-0.27432072162628174,0.8254963159561157,-0.0010268539190292358,-0.00698244571685791,0.9927924871444702
2022-02-12 12:30:45.780271,0.30772554874420166,-0.24378637969493866,0.8254963159561157,0.00019384920597076416,-0.00942385196685791,0.9981635808944702
2022-02-12 12:30:45.781270,0.23138976097106934,-0.3506566286087036,0.8102291822433472,-0.0007827132940292358,-0.01064455509185791,0.9979194402694702
2022-02-12 12:30:45.781270,0.15505385398864746,-0.32012224197387695,0.6880917549133301,-0.008106932044029236,-0.00673830509185791,0.9871772527694702
2022-02-12 12:30:45.781270,0.26192402839660645,-0.22851920127868652,0.7949619293212891,-0.002735838294029236,-0.01308596134185791,0.9862006902694702
2022-02-12 12:30:45.782271,0.2924584150314331,-0.3811909556388855,0.6117558479309082,0.002879396080970764,-0.00771486759185791,0.9927924871444702
2022-02-12 12:30:45.782271,0.09398519992828369,-0.32012224197387695,0.6117558479309082,-0.006642088294029236,-0.00893557071685791,0.9930366277694702
2022-02-12 12:30:45.782271,0.26192402839660645,-0.32012224197387695,0.6728246212005615,0.002146974205970764,-0.00307619571685791,0.9903510808944702
2022-02-12 12:30:45.783271,0.21612250804901123,-0.22851920127868652,0.7949619293212891,0.003855958580970764,-0.00771486759185791,0.9942573308944702
2022-02-12 12:30:45.783271,0.1245194673538208,-0.44225966930389404,0.6728246212005615,0.002879396080970764,-0.00795900821685791,0.9908393621444702
2022-02-12 12:30:45.783271,0.30772554874420166,-0.48806118965148926,0.8254963159561157,-0.0012709945440292358,-0.01137697696685791,0.9903510808944702
2022-02-12 12:30:45.784271,0.23138976097106934,-0.24378637969493866,0.6575573682785034,-0.0005385726690292358,-0.00771486759185791,0.9945014715194702
2022-02-12 12:30:45.784271,0.21612250804901123,-0.21325203776359558,0.8560307025909424,-0.002003416419029236,-0.00454103946685791,0.9940131902694702
2022-02-12 12:30:45.785270,0.39932870864868164,-0.5796642303466797,0.7186261415481567,-0.002491697669029236,-0.00478518009185791,0.9893745183944702
2022-02-12 12:30:45.785270,0.20085537433624268,-0.16745050251483917,0.6575573682785034,-0.002247557044029236,-0.00722658634185791,0.9879096746444702
2022-02-12 12:30:45.785270,0.30772554874420166,-0.2590535581111908,0.6880917549133301,0.00043798983097076416,-0.01113283634185791,0.9927924871444702
2022-02-12 12:30:45.786272,0.27719128131866455,-0.3811909556388855,0.7949619293212891,0.0006821304559707642,-0.00454103946685791,0.9945014715194702
2022-02-12 12:30:45.786272,0.17032098770141602,-0.24378637969493866,0.886565089225769,0.0009262710809707642,-0.01015627384185791,0.9940131902694702
2022-02-12 12:30:45.786272,0.3535270690917969,-0.3353894352912903,0.7338932752609253,-0.004688963294029236,-0.00527346134185791,0.9908393621444702
2022-02-12 12:30:45.787270,0.32299280166625977,-0.28958791494369507,0.8560307025909424,-0.0017592757940292358,-0.00917971134185791,0.9935249090194702
